,token_id,rule_name,rule_description,posterior,prior_accuracy,posterior_accuracy,prior_feedback,posterior_feedback,prior_fit,post_fit,correct_init,correct_revised,,u_init,u_rev,,o_init,o_rev,,d_init,d_rev,,n_init,n_rev
253,oGvkb,Iota,one is blue,"[False, False, True, False, False, False, False, False]",0.625,0.625,"1 blue , 1 red and 1 green","one blue , green and red",n,n,0,0,,0,0,,0,0,,0,0,,1,1
254,oGvkb,Upsilon,none are upright,"[False, True, False, False, False, False, False, False]",0.625,0.625, 2 red and 1 blue,2 red and 1 blue,n,n,0,0,,0,0,,0,0,,0,0,,1,1
255,VmskZ,Upsilon,none are upright,"[False, True, False, True, False, True, False, False]",0.5,0.625,"There has to be multiple red cones, at least two.  One cone has to be a larger cone for the radiation to work. ","I think there has to be two red, one has to be large and at least one blue cone for the radiation to emit. ",d,d,0,0,,0,0,,0,0,,1,1,,0,0
256,VmskZ,Iota,one is blue,"[False, False, True, False, True, True, False, False]",0.25,0.375,"There has to be red and blue.  There can be more red than blue, but not more blue than red.  You can also have one green but not more than 1 green. ","You have to have red and blue.  Red can be larger than blue, but blue can't be larger than red.  There had to be an odd number of red and blue if more than one of each.  ",d,d,0,0,,0,0,,0,0,,1,1,,0,0
257,VmskZ,Kappa,at least one is blue AND small,"[False, False, True, False, True, True, False, True]",0.125,0.25,There has to be at least two green and at least one blue.  ,"There has to be green and blue.  There can be multiple green or blue, but there can't be an equal amount of green or blue.  And, there should be 1 less of either green or blue. ",d,d,0,0,,0,0,,0,0,,1,1,,0,0
258,VmskZ,Omega,all are blue OR small,"[False, True, False, False, False, False, False, False]",0.75,0.625,I am not sure.  I am certain blue has to be there and has to be larger than any other color.  ,"There has to be at least one blue.  There can be one other, but they cannot be bigger than blue.  There can't be three colors.  ",d,d,0,0,,0,0,,0,0,,1,1,,0,0
259,VmskZ,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,"There has to be at least one red.  There can be other colors, but red has to be present for the radiation to emit. ","There can be any combination of any of the colors, but red must be present. ",c,c,1,1,,0,0,,0,0,,0,0,,0,0
260,oehIW,Iota,one is blue,"[True, True, True, False, False, False, False, False]",0.625,0.875,There must be only one blue and one red cone.,There must be at least one blue cone and at least one red one. There must not be more than one blue cone.,u,u,0,0,,1,1,,0,0,,0,0,,0,0
261,oehIW,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",1,1,None of the cones can be upright.,None of the cones can be upright.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
262,oehIW,Omega,all are blue OR small,"[False, True, True, False, False, False, True, False]",0.75,0.625,I cannot think of any rule that could be true.,All of the cones have to be the same size,n,d,0,0,,0,0,,0,0,,0,1,,1,0
263,oehIW,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",0.75,1,A red and green cone must be touching each other.,A red cone must be touching another cone.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
264,oehIW,Kappa,at least one is blue AND small,"[False, False, False, False, False, False, True, False]",0.375,0.375,There must be at least 3 green cones. A green cone must be the biggest.,Green must be the biggest.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
265,6djO6,Zeta,there is a red,"[False, True, False, False, False, False, False, False]",0.625,0.625,There must be one upright red triangle to create Zeta waves.,There must be a red triangle for zeta waves to exist ,o,c,0,1,,0,0,,1,0,,0,0,,0,0
266,6djO6,Upsilon,none are upright,"[True, False, False, False, False, False, False, False]",0.375,0.625,There must be a triangle that is laying on its side in order for Upsilon waves to occur,The triangles must be diagonal or laying on the side to get Upsilon waves. Triangles must not be sitting upright.,u,c,0,1,,1,0,,0,0,,0,0,,0,0
267,6djO6,Iota,one is blue,"[False, False, True, False, False, False, False, False]",0.625,0.625,A blue triangle makes Iota waves,There must be only one blue triangle to create Iota waves.,u,c,0,1,,1,0,,0,0,,0,0,,0,0
268,6djO6,Kappa,at least one is blue AND small,"[False, False, True, False, False, False, False, False]",0.625,0.625,A small blue triangle and a big blue triangle are required to make kappa waves.,Two blue triangles of different sizes are required for Kappa waves.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
269,6djO6,Omega,all are blue OR small,"[False, False, True, False, False, False, False, False]",0.625,0.625,A small triangle is required for Omega waves,only small triangles can make omega waves,d,u,0,0,,0,1,,0,0,,1,0,,0,0
270,v2KgI,Omega,all are blue OR small,"[False, False, False, False, False, True, False, False]",0.375,0.375,There must be at least two different colors,There must at least two different shapes.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
271,v2KgI,Iota,one is blue,"[False, False, False, False, False, False, True, False]",0.375,0.375,There must be at least three different colours,There must be at least three different colours.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
272,v2KgI,Upsilon,none are upright,"[False, True, False, False, False, False, False, False]",0.625,0.625,There must be at least two different color and two different shapes.,There must be at least two different color and two different shapes,n,n,0,0,,0,0,,0,0,,0,0,,1,1
273,v2KgI,Zeta,there is a red,"[False, True, False, False, False, False, False, False]",0.625,0.625,There must be at least three different colors and two different shapes,There must be at least three different colors and two different shapes,n,n,0,0,,0,0,,0,0,,0,0,,1,1
274,v2KgI,Kappa,at least one is blue AND small,"[False, False, False, False, False, True, False, False]",0.375,0.375,There must be at least two different colors and three different shapes,There mus be at least two different colors and three different shapes.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
275,RCQCS,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one red triangle present to emit Zeta waves.,There must be at least one triangle present to emit Zeta waves.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
276,RCQCS,Omega,all are blue OR small,"[False, True, False, True, False, False, True, False]",0.625,0.625,"The must be at least one small green triangle present, and there must not be any large triangles present. ","There must be at least one small green triangle OR at least one blue triangle present. No large large triangles must be present, unless they are blue. ",d,o,0,0,,0,0,,0,1,,1,0,,0,0
277,RCQCS,Upsilon,none are upright,"[False, False, False, False, False, False, False, True]",0.375,0.375,There must be a small blue triangle and a medium red triangle present. There must not be any green triangles present.,There must be at least one small blue triangle and one red triangle of any size. There must not be any green triangles present.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
278,RCQCS,Iota,one is blue,"[True, True, True, True, False, False, False, False]",0.875,1,"There must only be one blue triangle, of any size, present.","There must be only one blue triangle, of any size, present.",c,c,1,1,,0,0,,0,0,,0,0,,0,0
279,RCQCS,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,At least one small blue triangle must be present.,There must be at least one small blue triangle present.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
280,yzRdU,Iota,one is blue,"[False, False, False, True, False, False, False, False]",0.625,0.625,"There must be small green, Medium green, Medium blue and small red",There must be at least one cone upside,d,d,0,0,,0,0,,0,0,,1,1,,0,0
281,yzRdU,Omega,all are blue OR small,"[False, True, False, False, False, False, False, False]",0.625,0.625,There must be at least one upside,There must be atleast one upside,n,n,0,0,,0,0,,0,0,,0,0,,1,1
282,yzRdU,Kappa,at least one is blue AND small,"[False, False, True, False, False, False, False, False]",0.625,0.625,There must be at least three top side,There must be at least three top side,n,n,0,0,,0,0,,0,0,,0,0,,1,1
283,yzRdU,Zeta,there is a red,"[False, False, True, False, False, False, False, False]",0.625,0.625,There must be at least four topside,There must be atlease four upside,n,n,0,0,,0,0,,0,0,,0,0,,1,1
284,yzRdU,Upsilon,none are upright,"[False, False, False, False, False, True, False, False]",0.375,0.375,There must be at least three upside,There must be at least three upside,n,n,0,0,,0,0,,0,0,,0,0,,1,1
285,fviC2,Omega,all are blue OR small,"[False, False, False, False, True, False, False, False]",0.625,0.375,There are most confuse,There are most confuse,n,n,0,0,,0,0,,0,0,,0,0,,1,1
286,fviC2,Kappa,at least one is blue AND small,"[False, False, False, False, False, True, False, False]",0.625,0.375,there must be atleast this is the correct one i think so,This picture will sure about Kappa waves maybe change,n,n,0,0,,0,0,,0,0,,0,0,,1,1
287,fviC2,Iota,one is blue,"[False, False, True, False, False, False, False, False]",0.375,0.625,IT maybe Iota waves so i can do it,this one maybe  Iota waves so i choose this one,n,n,0,0,,0,0,,0,0,,0,0,,1,1
288,fviC2,Upsilon,none are upright,"[False, False, True, False, False, False, False, False]",0.625,0.625,There must be at least Upsilon waves is done in one ,The arrangements must not sure in the cones and make it sure,n,n,0,0,,0,0,,0,0,,0,0,,1,1
289,fviC2,Zeta,there is a red,"[False, False, False, True, False, False, False, False]",0.375,0.625,The Zeta waves is arrange done in all the arrangements,There are at most arrangement done in the experiment,n,n,0,0,,0,0,,0,0,,0,0,,1,1
290,eyv3d,Zeta,there is a red,"[False, False, False, False, False, False, True, False]",0.375,0.375,I can not think of a rule that could bee true,There has to be 2 big and one small shape,n,n,0,0,,0,0,,0,0,,0,0,,1,1
291,eyv3d,Iota,one is blue,"[True, False, False, False, False, False, False, False]",0.625,0.625,It has the correct combination of the shapes,The medium sized one should b down,n,n,0,0,,0,0,,0,0,,0,0,,1,1
292,eyv3d,Omega,all are blue OR small,"[False, False, False, False, True, False, False, False]",0.625,0.375,There has to be a combination of each color,same colors do not emit,n,n,0,0,,0,0,,0,0,,0,0,,1,1
293,eyv3d,Upsilon,none are upright,"[False, True, False, False, False, False, False, False]",0.625,0.625,It has two medium  and one small,I am not sure of any rule,n,n,0,0,,0,0,,0,0,,0,0,,1,1
294,eyv3d,Kappa,at least one is blue AND small,"[False, False, False, True, False, False, False, False]",0.625,0.625,I can not tell the right rule,SHOULD BE THE SAME SIZE.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
295,ckg85,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,The small blue pyramid causes the wave.,The small blue pyramid causes this radiation.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
296,ckg85,Omega,all are blue OR small,"[False, False, False, True, False, False, False, False]",0.625,0.625,The small green pyramid emits this radiation,The small green pyramid emits this radiation,d,d,0,0,,0,0,,0,0,,1,1,,0,0
297,ckg85,Iota,one is blue,"[True, True, False, False, False, False, False, False]",0.75,0.75,medium blue emits this type,The medium blue emits this type.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
298,ckg85,Upsilon,none are upright,"[False, False, False, False, False, True, False, False]",0.625,0.375,"I just don't know.  I don't know what triggers it
",It's the two large red pyramids plus one small blue and I think it has to do with the distance they are separated by.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
299,ckg85,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,any sized red pyramid emits radiation,Any size of red pyramid in any combination emits,c,c,1,1,,0,0,,0,0,,0,0,,0,0
300,jqZgS,Zeta,there is a red,"[False, True, False, False, False, False, True, False]",0.375,0.5,"The cones are pointing in one and the same direction.
There is one blue cone that is bigger than a red cone.
The cones are all the same color.",There must be at least a blue cone that is bigger than a red cone.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
301,jqZgS,Omega,all are blue OR small,"[False, False, False, False, False, False, True, False]",0.625,0.375,There has to be at least 1 of the large blue cones.,There has to be a medium blue cone and a small green cone,d,d,0,0,,0,0,,0,0,,1,1,,0,0
302,jqZgS,Kappa,at least one is blue AND small,"[False, False, True, False, False, False, False, False]",0.625,0.625,There has to be a green cone that is smaller than a blue cone,I really do not have any idea on this one. I am lost here.,d,n,0,0,,0,0,,0,0,,1,0,,0,1
303,jqZgS,Upsilon,none are upright,"[False, False, False, False, False, False, False, True]",0.625,0.375,The cones need to be rotated,There has to be at least a red and blue cone that is rotated. The red cone needs to be bigger than blue cone.,c,d,1,0,,0,0,,0,0,,0,1,,0,0
304,jqZgS,Iota,one is blue,"[False, False, False, False, True, True, False, False]",0.25,0.25,There has to be a blue and red cone leaning against each other.,There has to be a blue and red cone tilted against each other. The red cone needs to be bigger.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
305,nJ2pQ,Iota,one is blue,"[False, True, False, True, False, False, True, False]",0.625,0.625,perform some additional experiments investigating each type of radiation.,"See 1 arrangement already known to emit radiation at this frequency.
Design 7 of your own arrangements, and test each one to see if it emits this kind of radiation.",n,n,0,0,,0,0,,0,0,,0,0,,1,1
306,nJ2pQ,Upsilon,none are upright,"[False, False, True, False, True, False, True, False]",0.375,0.375,See 8 other arrangements and guess which of these will emit this kind of radiation.,the rule that captures what arrangements will emit this radiation in your own words.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
307,nJ2pQ,Kappa,at least one is blue AND small,"[False, False, True, True, False, False, False, True]",0.625,0.625,initial choices under consideration of the 7 new arrangements you created.,You will do this for 5 different types of radiation wave,n,n,0,0,,0,0,,0,0,,0,0,,1,1
308,nJ2pQ,Omega,all are blue OR small,"[False, False, False, True, True, False, False, True]",0.375,0.375,a chance to demonstrate your understanding by guessing about whether 8 new arrangements will emit this type of arrangements," create 7 more arrangements. Make sure you consider these new arrangements carefully, they might help improve your accuracy to increase your overall bonus",n,n,0,0,,0,0,,0,0,,0,0,,1,1
309,nJ2pQ,Zeta,there is a red,"[False, False, True, True, False, False, False, True]",0.625,0.625,task is to work out what rule determines whether an arrangement of cones will emit radiation,The true rule has nothing to do with the radiation's name,n,n,0,0,,0,0,,0,0,,0,0,,1,1
310,kCrd3,Omega,all are blue OR small,"[False, False, False, True, False, False, True, False]",0.375,0.5,There must be a medium purple triangle with an angled green triangle touching it,There must be a purple triangle and a green triangle. The purple triangle must be larger than or equal to the green triangle.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
311,kCrd3,Iota,one is blue,"[True, True, True, True, False, False, False, False]",0.625,1,It must have a purple triangle,Must have exactly one purple.,u,c,0,1,,1,0,,0,0,,0,0,,0,0
312,kCrd3,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,Must have at least one red,There must be at least one red,c,c,1,1,,0,0,,0,0,,0,0,,0,0
313,kCrd3,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",0.75,1,There must be red shapes and they must be on their side,"There must be no upright shapes, upright meaning open side down. All shapes must be on their side.",o,c,0,1,,0,0,,1,0,,0,0,,0,0
314,kCrd3,Kappa,at least one is blue AND small,"[True, True, True, True, True, True, False, False]",0.5,0.75,There must be two small and two medium.,I dont understand this rule,d,n,0,0,,0,0,,0,0,,1,0,,0,1
315,3Mp2B,Kappa,at least one is blue AND small,"[False, False, True, True, True, False, True, True]",0.375,0.375,that Kappa waves is the very nice of the experiments,nothing is that good rules,n,n,0,0,,0,0,,0,0,,0,0,,1,1
316,3Mp2B,Omega,all are blue OR small,"[True, False, True, True, True, True, True, True]",0.375,0.375,that is good of nice,that is the very nice of the experiments,n,n,0,0,,0,0,,0,0,,0,0,,1,1
317,3Mp2B,Iota,one is blue,"[False, False, True, True, True, True, True, True]",0.125,0.25,that good Iota waves,that Iota waves is very excellent,n,n,0,0,,0,0,,0,0,,0,0,,1,1
318,3Mp2B,Upsilon,none are upright,"[True, False, False, True, True, True, True, True]",0.25,0.25,good for the experiments,nothing for the this waves,n,n,0,0,,0,0,,0,0,,0,0,,1,1
319,3Mp2B,Zeta,there is a red,"[True, True, True, True, False, True, True, True]",0.625,0.625,good for the waves,good for the Zeto waves,n,n,0,0,,0,0,,0,0,,0,0,,1,1
320,6PmID,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,The arrangement has at least one red cone,The arrangement has at least one red cone,c,c,1,1,,0,0,,0,0,,0,0,,0,0
321,6PmID,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,The arrangement contains at least two blue cones,The arrangement contains at least one small blue cone,d,c,0,1,,0,0,,0,0,,1,0,,0,0
322,6PmID,Iota,one is blue,"[True, True, True, True, False, False, False, False]",1,1,The arrangement contains at most one blue cone,The arrangement contains at most one blue cone,c,c,1,1,,0,0,,0,0,,0,0,,0,0
323,6PmID,Omega,all are blue OR small,"[True, True, True, True, False, False, False, False]",0.375,1,The arrangement must contain at least 2 small cones that are not blue,The arrangement must not contain any medium or large red cones,d,d,0,0,,0,0,,0,0,,1,1,,0,0
324,6PmID,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",1,1,The can be no upright cones,The arrangement cannot contain upright cones,c,c,1,1,,0,0,,0,0,,0,0,,0,0
325,Jjfll,Omega,all are blue OR small,"[False, True, False, True, False, False, False, False]",0.75,0.75,The largest cone has to be blue. ,The largest cone has to be blue.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
326,Jjfll,Iota,one is blue,"[False, False, False, True, False, False, False, False]",0.625,0.625,There must only be one single green and one single blue cone.,There must only be one blue and one green cone each.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
327,Jjfll,Kappa,at least one is blue AND small,"[False, True, False, False, False, False, False, True]",0.375,0.5,A green cone has to be larger than a blue cone.,A green cone has to be larger than a blue cone.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
328,Jjfll,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,One or more red cones are present.,One or more red cones have to be present.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
329,Jjfll,Upsilon,none are upright,"[False, False, True, False, False, False, False, True]",0.375,0.5,A red cone has to be the tallest object.,"A red cone has to be the largest object.
There must be no green cones.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
330,Ahfce,Omega,all are blue OR small,"[True, False, True, True, True, False, False, False]",0.625,0.75,Small cones that are not blocked by other cones emit iota radiation,Small cones that are not next to cones of the same color emit radiation,d,d,0,0,,0,0,,0,0,,1,1,,0,0
331,Ahfce,Kappa,at least one is blue AND small,"[False, False, True, False, False, False, False, False]",0.875,0.625,Small blue cones emit radiation,Small blue cones emit radiation,c,c,1,1,,0,0,,0,0,,0,0,,0,0
332,Ahfce,Iota,one is blue,"[True, True, False, False, True, True, False, False]",0.5,0.5,Medium blue cones emit iota waves,Medium blue cones emit radiation. There is some exception here but I haven't figured it out yet,o,o,0,0,,0,0,,1,1,,0,0,,0,0
333,Ahfce,Upsilon,none are upright,"[False, False, False, True, False, True, False, True]",0.25,0.375,Red cones that aren't touching other color cones emit radiation,Small blue cones emit radiation,d,d,0,0,,0,0,,0,0,,1,1,,0,0
334,Ahfce,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,Red cones emit zeta waves,Red cones emit zeta waves,c,c,1,1,,0,0,,0,0,,0,0,,0,0
335,6j5zV,Omega,all are blue OR small,"[False, True, False, True, False, False, False, False]",0.375,0.75,Anything with a blue cone or a green  cone standing straight up,The blue cone has to be bigger then the red cone and can't be touching the red cone.  Any red cone with green cone won't transmit,d,d,0,0,,0,0,,0,0,,1,1,,0,0
336,6j5zV,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,Anything with a small blue cone works,must have a small blue cone in it,c,c,1,1,,0,0,,0,0,,0,0,,0,0
337,6j5zV,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,Must have at least one red cone in it any size or direction,"Must have at least one red cone in it, any size or direction",c,c,1,1,,0,0,,0,0,,0,0,,0,0
338,6j5zV,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",1,1,Can't have any cone standing straight up.,Can't have any cone standing straight up.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
339,6j5zV,Iota,one is blue,"[True, True, True, True, True, True, True, False]",0.625,0.625,must have a blue cone anywhere in it,Must have some type of blue cone in it doesn't matter the direction or size.,u,u,0,0,,1,1,,0,0,,0,0,,0,0
340,f1oqs,Iota,one is blue,"[False, False, True, False, False, False, False, False]",0.5,0.625,There must be at least one large red triangle present with at least two other smaller triangles.,"There must be at least one large, red triangle and at least two small triangles of different colors.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
341,f1oqs,Omega,all are blue OR small,"[False, False, False, True, False, False, True, False]",0.5,0.5,"There must be at least one large, blue triangle and at least two smaller triangles of any color.","There must be at least one large, blue triangle and there must be at least two of the smallest triangles of any color.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
342,f1oqs,Upsilon,none are upright,"[False, False, False, True, False, False, False, False]",0.5,0.625,"There must be at least three triangles.  Two must be large, red triangles that are in contact with each other.  The other triangles may be of any variation.","There must be at least two large red triangles in contact with each other and at least one small, blue triangle.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
343,f1oqs,Zeta,there is a red,"[True, True, True, True, True, False, True, True]",1,0.625,There must be at least three triangles but size and color do not matter.,There must be at least three triangles and they may be of any color and size.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
344,f1oqs,Kappa,at least one is blue AND small,"[False, False, False, False, True, False, False, False]",0.375,0.375,"There must be at least one large, green triangle and there must be at least two other triangles of different colors and sizes.","There must be one large triangle and it must be green.  Any other number of triangles can be present, but they must be smaller.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
345,fD5gC,Iota,one is blue,"[False, False, False, False, False, False, True, False]",0.625,0.375,All the cones are in different directions.,Cone of different colors and pointed towards different directions.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
346,fD5gC,Upsilon,none are upright,"[False, False, False, False, False, False, False, True]",0.625,0.375,All cones are in different directions.,Only 2 colors of cones blue and red should be used.,o,d,0,0,,0,0,,1,0,,0,1,,0,0
347,fD5gC,Omega,all are blue OR small,"[False, False, False, True, False, False, False, False]",0.375,0.625,One blue cone must be there in the combination that too in an upright position.,The blue color cone must be larger than the green one.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
348,fD5gC,Zeta,there is a red,"[False, False, True, True, False, False, False, False]",0.75,0.75,At least one red cone should be bigger than at one green cone.,There should be at least one red cone in the combination.,d,c,0,1,,0,0,,0,0,,1,0,,0,0
349,fD5gC,Kappa,at least one is blue AND small,"[False, True, True, True, False, True, True, True]",0.875,0.5,There should be at least one small blue cone.,There should be at least one small blue cone.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
350,3Pkxl,Iota,one is blue,"[False, True, True, False, True, False, False, False]",0.625,0.625,there must be emit iota waves are placed exactly,there are most of the emit iota waves are placed ordered exactly shown above iota waves,n,n,0,0,,0,0,,0,0,,0,0,,1,1
351,3Pkxl,Upsilon,none are upright,"[False, True, False, False, True, False, False, False]",0.625,0.5,the rule could be to do with any of the properties of the cones or their relationships,the rule could be to do with any of the properties of the cones or their relationships,n,n,0,0,,0,0,,0,0,,0,0,,1,1
352,3Pkxl,Zeta,there is a red,"[False, False, False, True, True, True, False, False]",0.625,0.375,the rule could be to do with any of the properties of the cones or their relationships,the rule could be to do with any of the properties of the cones or their relationships,n,n,0,0,,0,0,,0,0,,0,0,,1,1
353,3Pkxl,Omega,all are blue OR small,"[False, False, True, False, False, True, False, False]",0.5,0.5,the rule could be to do with any of the properties of the cones or their relationships,the rule could be to do with any of the properties of the cones or their relationships,n,n,0,0,,0,0,,0,0,,0,0,,1,1
354,3Pkxl,Kappa,at least one is blue AND small,"[False, True, True, False, False, False, False, False]",0.25,0.75,the rule could be to do with any of the properties of the cones or their relationships,the rule could be to do with any of the properties of the cones or their relationships,n,n,0,0,,0,0,,0,0,,0,0,,1,1
355,i8DCA,Iota,one is blue,"[False, False, True, True, False, False, True, False]",0.5,0.625,There has to be a medium blue cone.,There must be a blue cone.,u,u,0,0,,1,1,,0,0,,0,0,,0,0
356,i8DCA,Omega,all are blue OR small,"[False, True, False, False, False, False, False, False]",0.625,0.625,There can't be a red cone.,There can't be a red cone.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
357,i8DCA,Upsilon,none are upright,"[True, True, True, True, True, True, False, True]",0.625,0.625,There must be two stacked cones.,There must be a cone laying on it's side.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
358,i8DCA,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There must be a red cone.,There must be a red cone.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
359,i8DCA,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",0.625,1,There has to be two cones standing up right. ,There has to be a small blue cone.,d,c,0,1,,0,0,,0,0,,1,0,,0,0
360,ScH5D,Iota,one is blue,"[True, False, True, False, False, False, False, False]",0.75,0.75,yes...that's true....there is fully of radiation...so it makes a scene emit radiation,yeah.. there is an radiation..so it make scene emit radiation,n,n,0,0,,0,0,,0,0,,0,0,,1,1
361,ScH5D,Upsilon,none are upright,"[True, False, False, False, True, False, True, True]",0.25,0.25,"yes,,same as well as by radiation",here also.....some scene emit radiation was produced....,n,n,0,0,,0,0,,0,0,,0,0,,1,1
362,ScH5D,Omega,all are blue OR small,"[False, False, True, False, False, False, True, False]",0.5,0.5,yeah...the same thing was also here,specifically it was possible to make scene emit radiation,n,n,0,0,,0,0,,0,0,,0,0,,1,1
363,ScH5D,Kappa,at least one is blue AND small,"[True, False, True, False, False, False, False, False]",0.75,0.75,there is exactly emit was in kappa waves,there is an kappa wave on the emit radiation,n,n,0,0,,0,0,,0,0,,0,0,,1,1
364,ScH5D,Zeta,there is a red,"[False, True, True, False, False, False, True, True]",0.5,0.5,yes....same thing are also did that,yes...that's true,n,n,0,0,,0,0,,0,0,,0,0,,1,1
365,dh7Xd,Omega,all are blue OR small,"[True, False, True, False, False, False, False, False]",0.25,0.75,There must be at least two cones of the smallest size and any color that are both the furthest left on the stage.,There must be at least one small cone of any color as the left-most shape. Orientation doesn't matter. There cannot be any large cones present.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
366,dh7Xd,Zeta,there is a red,"[True, True, True, True, True, False, True, True]",0.375,0.625,There must be two cones of either the same or varying size and of any color touching one another; they may need to be in the same orientation as well.,"There must be at least two cones present that are touching one another, regardless of size, color, or orientation.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
367,dh7Xd,Iota,one is blue,"[False, True, False, False, False, False, True, False]",0.75,0.5,"All three colors of cone must be present, but size and orientation do not matter. There cannot be more than five total cones present.","All three colors of cone must be present, usually regardless of size and orientation. There can be no more than four total cones present.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
368,dh7Xd,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",1,1,"There can be no upright cones present. There may need to be at least one small cone present as well, but color doesn't appear to matter, nor does whether or not the cones touch.","There can be no upright cones present. Color, size, and orientation otherwise do not appear to matter; there may be an upper limit on the number of cones present.",c,c,1,1,,0,0,,0,0,,0,0,,0,0
369,dh7Xd,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one small blue cone present.,"There must be at least one small blue cone present. Beyond that, it does not matter what other cones are present, regardless of color, orientation, size, or count.",c,c,1,1,,0,0,,0,0,,0,0,,0,0
370,OA5AW,Omega,all are blue OR small,"[True, True, False, True, False, False, False, False]",0.875,0.875,All cones point up and a blue cone in larger than every green cone.,"There are no green cones or if there are, a blue cone is larger than every green cone.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
371,OA5AW,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",0.375,1,"I have no clue as to the rule. I thought it was that small and medium greens and blues must appear the same number of times, but test 7 and 8 refute this.",I continue to have no real clue about the rule here.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
372,OA5AW,Iota,one is blue,"[True, True, True, False, False, False, True, False]",0.75,0.75,"There is at least one cone of each color, but not two or more cones of each color.","I again have no clue. I thought all colors were necessary, but testing shows this is not true.",n,n,0,0,,0,0,,0,0,,0,0,,1,1
373,OA5AW,Upsilon,none are upright,"[True, True, True, True, True, False, False, False]",0.25,0.875,Two large cones are touching without being stacked.,Cones are in contact without being stacked.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
374,OA5AW,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There is at least one red cone.,There is at least one red cone.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
375,bFpkt,Iota,one is blue,"[False, True, True, True, False, False, False, True]",0.625,0.75,I have a little confusion to make a emit radiation because i can't understand full details to make emit radiation.if i had any mistake please leave it first time. thank you,In this round i make a two emit radiation.i joint the triangle cube to make a emit radiation easily.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
