,room,token_id,rule_name,rule_description,prior,posterior,prior_accuracy,posterior_accuracy,prior_feedback,posterior_feedback,label_init,label_rev,,init_c,rev_c,,init_u,rev_u,,init_o,rev_o,,d_init,d_rev,,n_init,n_rev,
170,uYIREe2i4Q,doNd8T8QMhErhgp5AAAL,Iota,one is blue,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,Iota waves are cause by the presence of JUST a single purple cone of any size.,The presences of only a single purple cone cause Iota waves irregardless of other colored cones presence or not.,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
171,uYIREe2i4Q,doNd8T8QMhErhgp5AAAL,Kappa,at least one is blue AND small,"[False, True, True, True, False, False, False, False]","[False, False, True, False, True, False, False, False]",0.875,0.5,I was unable to successfully test for it and do not have a rule to provide.,I cannot think of a rule that can be true based on my failure to replicate it and my inability to spot a pattern in my partner's examples.,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
172,uYIREe2i4Q,doNd8T8QMhErhgp5AAAL,Omega,all are blue OR small,"[False, False, False, True, True, False, False, False]","[False, False, False, True, True, False, False, False]",0.5,0.5,The presence of a small green cone creates the radiation.,The presence of a small green cone with limited other cones creates the radiation.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
173,uYIREe2i4Q,doNd8T8QMhErhgp5AAAL,Upsilon,none are upright,"[False, False, False, True, False, False, False, False]","[False, False, False, True, False, False, False, False]",0.625,0.625,Two large red cones and a small purple cone facing a different direction than them create the radiation.,Two large red cones and a small purple cone facing a different direction than them create the radiation.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
174,uYIREe2i4Q,doNd8T8QMhErhgp5AAAL,Zeta,there is a red,"[True, False, True, False, False, False, False, False]","[True, True, True, True, False, False, False, False]",0.75,1,I was under the impression that two cones on top of one another as long as one was red was the rule to get the radiation based on my experiments but after looking at the examples I believe it may just be that the requirement is one upright red cone.,I believe a red cone merely needs to be present for the radiation to occur.,o,c,,0,1,,0,0,,1,0,,0,0,,0,0,
175,uYIREe2i4Q,UQIJo156uDVLjDEFAAAK,Iota,one is blue,"[True, True, True, False, False, False, True, False]","[True, True, True, True, False, False, False, False]",0.75,1,"There must be at least one shape of each color. It doesn't matter shape, size, or direction.",There is exactly one blue shape in each photo.,d,c,,0,1,,0,0,,0,0,,1,0,,0,0,
176,uYIREe2i4Q,UQIJo156uDVLjDEFAAAK,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,There is exactly one small blue triangle.,There is exactly one small blue triangle.,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
177,uYIREe2i4Q,UQIJo156uDVLjDEFAAAK,Omega,all are blue OR small,"[False, False, False, True, False, False, False, False]","[False, False, False, True, True, False, False, False]",0.625,0.5,There must be one medium blue and one small green triangle. They do not need to be touching.,There must be at least one small green triangle.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
178,uYIREe2i4Q,UQIJo156uDVLjDEFAAAK,Upsilon,none are upright,"[True, False, False, True, False, False, True, False]","[True, False, False, True, False, False, True, False]",0.625,0.625,There are at most 2 big red triangles touching each other.,There are at most 2 big red triangles touching each other.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
179,uYIREe2i4Q,UQIJo156uDVLjDEFAAAK,Zeta,there is a red,"[False, False, False, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",0.625,1,It must have one big red triangle with a small triangle touching it.,It must have a red triangle with another triangle touching it.,o,o,,0,0,,0,0,,1,1,,0,0,,0,0,
180,l39wczr1qM,7ey5lg3pMFVpQce_AAAH,Iota,one is blue,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,There must be at least one blue cone.,There must be at least and no more than one blue cone,u,c,,0,1,,1,0,,0,0,,0,0,,0,0,
181,l39wczr1qM,7ey5lg3pMFVpQce_AAAH,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,There must be at least one red cone.,There must be a least one red cone.,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
182,l39wczr1qM,7ey5lg3pMFVpQce_AAAH,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,There must be at least one small blue cone.,There must be at least one small blue cone.,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
183,l39wczr1qM,7ey5lg3pMFVpQce_AAAH,Upsilon,none are upright,"[False, False, False, True, False, False, False, False]","[True, True, True, True, True, True, False, True]",0.625,0.625,There must be a small blue cone facing left.,There must be at least one cone laying on its side.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
184,l39wczr1qM,7ey5lg3pMFVpQce_AAAH,Omega,all are blue OR small,"[False, True, True, True, False, True, False, False]","[False, False, False, False, False, False, True, False]",0.75,0.375,There must be at least one blue cone pointing up.,There must be at least one blue cone.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
185,l39wczr1qM,P5INvT1S-pUfBVIdAAAI,Iota,one is blue,"[False, True, False, False, False, False, False, False]","[False, False, False, True, False, False, False, False]",0.625,0.625,There  must be at least one small cone ,There should be at least one small cone,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
186,l39wczr1qM,P5INvT1S-pUfBVIdAAAI,Zeta,there is a red,"[False, False, False, False, False, True, False, False]","[False, False, False, False, False, True, False, False]",0.375,0.375,There is a one big green cone,One big green cone is necessary,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
187,l39wczr1qM,P5INvT1S-pUfBVIdAAAI,Kappa,at least one is blue AND small,"[False, False, True, False, False, False, False, False]","[False, False, True, False, False, False, False, False]",0.625,0.625,Small purple cone should be present and standing strait, Small purple cone should be present and stand strait,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
188,l39wczr1qM,P5INvT1S-pUfBVIdAAAI,Upsilon,none are upright,"[False, False, True, False, False, False, False, False]","[False, False, True, False, False, False, False, False]",0.625,0.625,All cones must be at not strait position,Cones must be at not strait up position,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
189,l39wczr1qM,P5INvT1S-pUfBVIdAAAI,Omega,all are blue OR small,"[False, True, False, False, False, False, False, False]","[False, True, False, False, False, False, False, False]",0.625,0.625,Purple cones must be present (all sizes are OK ),Purple cones no matter the position,u,u,,0,0,,1,1,,0,0,,0,0,,0,0,
190,3FqaZitiM3,6dGY6eysj_-2bjNCAAAK,Iota,one is blue,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,there is exactly one blue,there was exactly one blue,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
191,3FqaZitiM3,6dGY6eysj_-2bjNCAAAK,Kappa,at least one is blue AND small,"[False, False, False, False, False, False, True, False]","[False, False, False, False, False, False, False, True]",0.375,0.375,truthfully i dont have the slightest notion of what the rule could be,i havent the slightest idea what the supposed rule is,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
192,3FqaZitiM3,6dGY6eysj_-2bjNCAAAK,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,the rule is to have 2 or more red,there would have to be exactly two red,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
193,3FqaZitiM3,6dGY6eysj_-2bjNCAAAK,Omega,all are blue OR small,"[False, False, True, False, True, False, False, False]","[False, False, True, False, True, False, False, False]",0.5,0.5,there must be exactly 2 colors of small cones and there has to be more or equal to 2 small cones in total,there must be two colors of small cones and at least 2 small cones in total,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
194,3FqaZitiM3,6dGY6eysj_-2bjNCAAAK,Upsilon,none are upright,"[True, True, True, True, False, True, False, False]","[True, True, True, True, False, False, False, False]",0.875,1,"there must be either cones of the same color and size pointing away from eachother or cones of different sizes and colors pointing away/opposite to eachother
",there must be cones of different colors and sizes pointing in different directions but there may also be cones of the same size and color pointing in opposite directions,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
195,3FqaZitiM3,Jw9DOmVyloFjpcRXAAAJ,Iota,one is blue,"[False, False, False, True, False, True, True, False]","[True, True, True, True, False, False, False, False]",0.375,1,there is at least one blue,there is only one blue,u,c,,0,1,,1,0,,0,0,,0,0,,0,0,
196,3FqaZitiM3,Jw9DOmVyloFjpcRXAAAJ,Kappa,at least one is blue AND small,"[False, False, False, True, False, False, False, True]","[False, False, False, False, False, False, False, True]",0.5,0.375,i honestly have no idea,"again, no chance i would know what the rule is",n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
197,3FqaZitiM3,Jw9DOmVyloFjpcRXAAAJ,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,at least 2 red to be correct,there must be at least 2 red,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
198,3FqaZitiM3,Jw9DOmVyloFjpcRXAAAJ,Omega,all are blue OR small,"[False, False, True, True, True, False, False, False]","[False, False, True, False, True, False, False, False]",0.625,0.5,there must be two small cones present,there has to be more than or exactly two small cones and there must be more than one color of small cone,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
199,3FqaZitiM3,Jw9DOmVyloFjpcRXAAAJ,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,cones of different sizes must be pointing away from eachother.,there must be cones of different sizes and color pointing in opposite directions,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
200,z0OuaYpr2H,T3whPHkibRMFwKcJAAAN,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,"If there is at least one red cone, Zeta waves are emitted","If there is at least one red cone, Zeta waves are emitted. ",c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
201,z0OuaYpr2H,T3whPHkibRMFwKcJAAAN,Iota,one is blue,"[True, True, True, False, False, False, True, False]","[True, True, True, False, False, False, True, False]",0.75,0.75,There must be at least one red cone with at least one (MAX) blue cone. ,There must be at least one red cone and at least one (MAX) blue cone.,o,o,,0,0,,0,0,,1,1,,0,0,,0,0,
202,z0OuaYpr2H,T3whPHkibRMFwKcJAAAN,Omega,all are blue OR small,"[False, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",0.875,1,"There must be one more blue cone for each red cone. If there are no red cones, one blue cone is still required.","There must be two:one ration of blue to red cones which can be satisfied by number or size. Two small red = one big blue. If there are no red cones, one blue cone and vice versa.",d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
203,z0OuaYpr2H,T3whPHkibRMFwKcJAAAN,Kappa,at least one is blue AND small,"[False, True, True, True, True, False, False, False]","[True, True, True, True, False, False, False, False]",0.75,1,"If there are blue cones and no red cones. If there are red cones, blue cones must outnumber them or be smaller.","If there are blue cones and no red cones. If there are red cones, blue cones must outnumber them or be smaller. ",d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
204,z0OuaYpr2H,T3whPHkibRMFwKcJAAAN,Upsilon,none are upright,"[False, True, False, False, False, True, False, False]","[False, True, True, False, True, True, False, False]",0.5,0.5,Two red cones must lean opposite one blue cone.,An multiple of two cones must be leaning.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
205,z0OuaYpr2H,JTLrmcM2mG5PPqgaAAAO,Zeta,there is a red,"[True, True, True, True, True, True, False, True]","[True, False, True, True, True, True, False, True]",0.625,0.5,"The cones must be touching, or not touching a tall. There is two or more cones and there must be red cones.",There must be a red cone. Cones must all be touching or not touching at all.,o,o,,0,0,,0,0,,1,1,,0,0,,0,0,
206,z0OuaYpr2H,JTLrmcM2mG5PPqgaAAAO,Iota,one is blue,"[True, True, False, False, False, False, False, True]","[True, False, False, True, False, True, False, False]",0.625,0.625,Cones can only be touching at an angle or not touching at all. They may be up or on their side.,Cones cannot be touching or touching at an angle. Only a couple cones can be near each other.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
207,z0OuaYpr2H,JTLrmcM2mG5PPqgaAAAO,Omega,all are blue OR small,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,There must be a small cone upright. no cones touching. single cones will emit radiation.,Purple and red cones near each other will emit radiation as well as single cones and no cones can be touching.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
208,z0OuaYpr2H,JTLrmcM2mG5PPqgaAAAO,Kappa,at least one is blue AND small,"[False, False, False, True, False, False, False, False]","[False, False, True, True, False, False, False, False]",0.625,0.75,you must have all three cone sizes in an area. No touching cones of different colors and only cones that are upright.,There must be a purple cone nearby. Cones must be standing up. ,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
209,z0OuaYpr2H,JTLrmcM2mG5PPqgaAAAO,Upsilon,none are upright,"[True, False, True, False, False, False, True, False]","[False, False, False, False, False, False, True, False]",0.625,0.375,Cones must be touching at 45 degree angles. There can only be  a couple cones nearby.,the cones must touch at a 45 degree angle.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
,,,,,,,,,,,,,,36,45,0,17,12,0,16,19,0,108,101,0,33,33,0
